"401","ห้อง 401"
"402","ห้อง 402"
"403","ห้อง 403"
"404","ห้อง 404"
"405","ห้อง 405"
"406","ห้อง 406","ห้องธุรการ","ธุรการ"
"407","ห้อง 407"
"409","ห้อง 409"
"410","ห้อง 410"
"411","ห้อง 411"
"412","ห้อง 412"
"413","ห้อง 413"
"414","ห้อง 414"
"516","ห้อง 516"
"518","ห้อง 518"
"442","ห้อง 442","ร้านอาหาร","ร้านข้าว","ร้านขายข้าว","ร้านขายอาหาร","ร้านขายขนม","ร้านขนม","ร้านขายของ","ร้านขายน้ำ","ร้านน้ำ"
"444","ห้อง 444"
"448","ห้อง 448"
"4_ห้องน้ำ","ห้องน้ำ"
